event_id,tournament_title,event_date,purse,city,Yards,par,golf_course,start_date,end_date,is_major,latitude,longitude
2664,King's Cup,"July 28 - 31, 2016",,Phoenix Gold Golf Club,6698.0,70.0,,2016-07-28,2016-07-31,0.0,,
2689,SBS Tournament of Champions,"January 5 - 8, 2017",6100000.0,"Kapalua, HI",7452.0,73.0,Kapalua Resort (Plantation Course),2017-01-05,2017-01-08,0.0,20.99490395,-156.6562339558182
2690,CareerBuilder Challenge,"January 19 - 22, 2017",5800000.0,,7060.0,72.0,,2017-01-19,2017-01-22,0.0,,
2691,Waste Management Phoenix Open,"February 2 - 5, 2017",6700000.0,"Scottsdale, AZ",7216.0,71.0,TPC Scottsdale (Stadium Course),2017-02-02,2017-02-05,0.0,33.4942189,-111.926018
2692,AT&T Pebble Beach Pro-Am,"February 9 - 12, 2017",7200000.0,,6953.0,72.0,,2017-02-09,2017-02-12,0.0,,
2693,Farmers Insurance Open,"January 26 - 29, 2017",6700000.0,,7258.0,72.0,,2017-01-26,2017-01-29,0.0,,
2694,Sony Open in Hawaii,"January 12 - 15, 2017",6000000.0,"Honolulu, HI",7044.0,70.0,Waialae Country Club,2017-01-12,2017-01-15,0.0,21.304547,-157.855676
2695,Genesis Open,"February 16 - 19, 2017",7000000.0,"Pacific Palisades, CA",7322.0,71.0,Riviera Country Club,2017-02-16,2017-02-19,0.0,34.0480643,-118.5264706
2696,The Honda Classic,"February 23 - 26, 2017",6400000.0,"Palm Beach Gardens, FL",7140.0,70.0,PGA National Resort & Spa (The Champion),2017-02-23,2017-02-26,0.0,26.8233946,-80.1386547
2697,Arnold Palmer Invitational presented by Mastercard,"March 16 - 19, 2017",8700000.0,"Orlando, FL",7419.0,72.0,Arnold Palmer's Bay Hill Club & Lodge,2017-03-16,2017-03-19,0.0,28.5421109,-81.3790304
2698,Zurich Classic of New Orleans,"April 27 - 30, 2017",7100000.0,"Avondale, LA",7425.0,72.0,TPC Louisiana,2017-04-27,2017-04-30,0.0,29.90669,-90.19013768959968
2699,THE PLAYERS Championship,"May 11 - 14, 2017",10500000.0,"Ponte Vedra Beach, FL",7189.0,72.0,TPC Sawgrass (THE PLAYERS Stadium Course),2017-05-11,2017-05-14,0.0,30.2274645,-81.3800824
2700,The Masters,"April 6 - 9, 2017",10000000.0,"Augusta, GA",7435.0,72.0,Augusta National Golf Club,2017-04-06,2017-04-09,1.0,33.4709714,-81.9748429
2701,RBC Heritage,"April 13 - 16, 2017",6500000.0,"Hilton Head Island, SC",7099.0,71.0,Harbour Town Golf Links,2017-04-13,2017-04-16,0.0,32.1618488,-80.7512616
2702,Wyndham Championship,"August 17 - 20, 2017",5800000.0,"Greensboro, NC",7127.0,70.0,Sedgefield Country Club,2017-08-17,2017-08-20,0.0,36.0726355,-79.7919754
2703,Shell Houston Open,"Mar 30 - April 2, 2017",7000000.0,"Houston, TX",7441.0,72.0,Golf Club of Houston,2017-03-30,2017-04-02,0.0,29.7589382,-95.3676974
2704,AT&T Byron Nelson,"May 18 - 21, 2017",7500000.0,"Irving, TX",7166.0,70.0,TPC Four Seasons Resort,2017-05-18,2017-05-21,0.0,32.8295183,-96.9442177
2705,DEAN & DELUCA Invitational,"May 25 - 28, 2017",6900000.0,"Fort Worth, TX",7209.0,70.0,Colonial Country Club,2017-05-25,2017-05-28,0.0,32.753177,-97.3327459
2706,the Memorial Tournament presented by Nationwide,"June 1 - 4, 2017",8700000.0,"Dublin, OH",7392.0,72.0,Muirfield Village Golf Club,2017-06-01,2017-06-04,0.0,40.0996009,-83.1135563
2707,FedEx St. Jude Classic,"June 8 - 11, 2017",6400000.0,"Memphis, TN",7244.0,70.0,TPC Southwind,2017-06-08,2017-06-11,0.0,35.1460249,-90.0517638
2708,Travelers Championship,"June 22 - 25, 2017",6800000.0,"Cromwell, CT",6841.0,70.0,TPC River Highlands,2017-06-22,2017-06-25,0.0,41.5949942,-72.6455665
2709,BMW Championship,"September 14 - 17, 2017",8750000.0,"Lake Forest, IL",7208.0,71.0,Conway Farms Golf Club,2017-09-14,2017-09-17,0.0,42.2586461,-87.8407055
2710,The Open Championship,"July 20 - 23, 2017",10250000.0,"Southport, England",7156.0,70.0,Royal Birkdale GC,2017-07-20,2017-07-23,1.0,53.6475988,-3.0041751
2711,Sanderson Farms Championship,"October 27 - 30, 2016",4200000.0,"Jackson, MS",7421.0,72.0,Country Club of Jackson,2016-10-27,2016-10-30,0.0,32.2998686,-90.1830408
2712,PGA Championship,"August 10 - 13, 2017",10500000.0,"Charlotte, NC",7600.0,71.0,Quail Hollow Club,2017-08-10,2017-08-13,1.0,35.2272086,-80.8430827
2713,World Golf Championships-Bridgestone Invitational,"August 3 - 6, 2017",9750000.0,"Akron, OH",7400.0,70.0,Firestone CC (South Course),2017-08-03,2017-08-06,0.0,41.083064,-81.518485
2714,RBC Canadian Open,"July 27 - 30, 2017",6000000.0,"Oakville, ON",7253.0,72.0,Glen Abbey GC,2017-07-27,2017-07-30,0.0,43.447436,-79.666672
2715,John Deere Classic,"July 13 - 16, 2017",5600000.0,,7268.0,71.0,,2017-07-13,2017-07-16,0.0,,
2716,Shriners Hospitals for Children Open,"November 3 - 6, 2016",6600000.0,"Las Vegas, NV",7255.0,71.0,TPC Summerlin,2016-11-03,2016-11-06,0.0,36.1672559,-115.148516
2717,Valero Texas Open,"April 20 - 23, 2017",6200000.0,"San Antonio, TX",7435.0,72.0,TPC San Antonio (Oaks Course),2017-04-20,2017-04-23,0.0,29.4246002,-98.4951405
2718,TOUR Championship,"September 21 - 24, 2017",8750000.0,,7362.0,70.0,,2017-09-21,2017-09-24,0.0,,
2719,Valspar Championship,"March 9 - 12, 2017",6300000.0,"Palm Harbor, FL",7340.0,71.0,Innisbrook Resort (Copperhead Course),2017-03-09,2017-03-12,0.0,28.0856815,-82.75690699742961
2720,World Golf Championships-Dell Technologies Match Play,"March 22 - 26, 2017",9750000.0,"Austin, TX",7108.0,71.0,Austin Country Club,2017-03-22,2017-03-26,0.0,30.2711286,-97.7436995
2721,Barracuda Championship,"August 3 - 6, 2017",3300000.0,"Reno, NV",7472.0,72.0,Montreux G&CC,2017-08-03,2017-08-06,0.0,39.5261206,-119.8126581
2722,World Golf Championships-HSBC Champions,"October 26 - 30, 2016",9500000.0,"Shanghai, China",7261.0,72.0,Sheshan International GC,2016-10-26,2016-10-30,0.0,31.2312707,121.4700152
2723,Dell Technologies Championship,"September 1 - 4, 2017",8750000.0,"Norton, MA",7342.0,71.0,TPC Boston,2017-09-01,2017-09-04,0.0,41.9667666,-71.1869939
2724,OHL Classic at Mayakoba,"November 10 - 13, 2016",7000010.0,"Quintana Roo, Mexico",6987.0,71.0,El Camaleón Golf Course at Mayakoba,2016-11-10,2016-11-13,0.0,19.6666671,-88.5000001
2725,Safeway Open,"October 13 - 16, 2016",6000000.0,"Napa, CA",7203.0,72.0,Silverado Resort (North Course),2016-10-13,2016-10-16,0.0,38.4898675,-122.3218414
2726,Puerto Rico Open,"March 23 - 26, 2017",3000000.0,"Rio Grande, Puerto Rico",7506.0,72.0,Grand Reserve Country Club,2017-03-23,2017-03-26,0.0,18.347440900000002,-65.81638138934318
2727,The Greenbrier Classic,"July 6 - 9, 2017",7100000.0,"White Sulphur Springs, WV",7286.0,70.0,The Old White Course,2017-07-06,2017-07-09,0.0,37.7965149,-80.2975734
2728,CIMB Classic,"October 20 - 23, 2016",7000000.0,"Kuala Lumpur, Malaysia",6246.0,71.0,TPC Kuala Lumpur,2016-10-20,2016-10-23,0.0,3.1516964,101.6942371
2729,The RSM Classic,"November 17 - 20, 2016",6000000.0,,7005.0,70.0,,2016-11-17,2016-11-20,0.0,,
2730,Barbasol Championship,"July 20 - 23, 2017",3500000.0,"Auburn, AL",7302.0,71.0,RTJ Trail Grand National Lake,2017-07-20,2017-07-23,0.0,32.6098566,-85.4807825
3065,THE NORTHERN TRUST,"August 24 - 27, 2017",8750000.0,,7346.0,70.0,,2017-08-24,2017-08-27,0.0,,
3066,U.S. Open,"June 15 - 18, 2017",12000000.0,"Erin, WI",7741.0,72.0,Erin Hills,2017-06-15,2017-06-18,1.0,43.2546475,-88.3691701
3067,Wells Fargo Championship,"May 4 - 7, 2017",7500000.0,"Wilmington, NC",7396.0,72.0,Eagle Point Golf Club,2017-05-04,2017-05-07,0.0,34.2257282,-77.9447107
3068,Quicken Loans National,"Jun 29 - July 2, 2017",7100000.0,,7107.0,70.0,,2017-06-29,2017-07-02,0.0,,
3069,Hero World Challenge,"December 1 - 4, 2016",3500000.0,"New Providence, Bahamas",7309.0,72.0,Albany GC,2016-12-01,2016-12-04,0.0,25.1943588,-77.29532966890318
3070,Presidents Cup,"Sep 28 - October 1, 2017",,"Jersey City, NJ",7328.0,71.0,Liberty National Golf Club,2017-09-28,2017-10-01,0.0,40.7215682,-74.047455
3368,Olympic Men's Golf Competition,"August 11 - 14, 2016",,Olympic Golf Course,7132.0,71.0,,2016-08-11,2016-08-14,0.0,-23.00683495,-43.405235354502466
3369,Olympic Women's Golf Competition,"August 17 - 20, 2016",,Olympic Golf Course,7132.0,71.0,,2016-08-17,2016-08-20,0.0,-23.00683495,-43.405235354502466
3383,World Cup of Golf,"November 24 - 27, 2016",,Kingston Heath Golf Club,7059.0,72.0,,2016-11-24,2016-11-27,0.0,-37.958546049999995,145.08755238591954
3384,Fiji International,"October 6 - 9, 2016",,Natadola Bay GC,6947.0,72.0,,2016-10-06,2016-10-09,0.0,,
3385,Reignwood LPGA Classic,"Sep 29 - October 2, 2016",2100000.0,"Beijing, China",6596.0,73.0,Pine Valley Golf Club,2016-09-29,2016-10-02,0.0,40.190632,116.412144
3611,Australian PGA Championship,"December 1 - 4, 2016",,RACV Royal Pines Resort,7364.0,72.0,,2016-12-01,2016-12-04,,-28.00464435,153.37607832901685
3612,Alfred Dunhill Championship,"December 1 - 4, 2016",,Leopard Creek GC,7287.0,72.0,,2016-12-01,2016-12-04,0.0,-25.44819925,31.53120128144274
3613,UBS Hong Kong Open,"December 8 - 11, 2016",,Hong Kong GC,6699.0,70.0,,2016-12-08,2016-12-11,0.0,22.2793278,114.1628131
3614,BMW SA Open hosted by City of Ekurhuleni,"January 12 - 15, 2017",,Glendower GC,7594.0,72.0,,2017-01-12,2017-01-15,0.0,37.8373645,-78.5436226
3615,Abu Dhabi HSBC Championship,"January 19 - 22, 2017",,Abu Dhabi CC,7600.0,72.0,,2017-01-19,2017-01-22,0.0,24.4538352,54.3774014
3616,Commercial Bank Qatar Masters,"January 26 - 29, 2017",,Doha GC,7400.0,72.0,,2017-01-26,2017-01-29,,25.2856329,51.5264162
3617,Omega Dubai Desert Classic,"February 2 - 5, 2017",,Emirates GC,7328.0,72.0,,2017-02-02,2017-02-05,0.0,53.86980635,27.551308508846986
3618,Maybank Championship,"February 9 - 12, 2017",,Saujana G & CC,6947.0,72.0,,2017-02-09,2017-02-12,0.0,1.6687544,103.8546584
3620,Joburg Open,"February 23 - 26, 2017",,,7203.0,71.0,,2017-02-23,2017-02-26,0.0,,
3621,Tshwane Open,"March 2 - 5, 2017",,Pretoria CC,7081.0,71.0,,2017-03-02,2017-03-05,0.0,-25.7459277,28.1879101
3622,Hero Indian Open,"March 9 - 12, 2017",,DLF Golf and Country Club,7657.0,72.0,,2017-03-09,2017-03-12,0.0,28.45860515,77.11189687587904
3623,Trophee Hassan II,"April 13 - 16, 2017",,,6788.0,72.0,,2017-04-13,2017-04-16,0.0,,
3624,Shenzhen International,"April 20 - 23, 2017",,Genzon GC,7145.0,72.0,,2017-04-20,2017-04-23,0.0,50.9024464,5.791213
3625,Volvo China Open,"April 27 - 30, 2017",,Topwin Golf & CC,7261.0,72.0,,2017-04-27,2017-04-30,0.0,,
3626,Pure Silk-Bahamas LPGA Classic,"January 26 - 29, 2017",1400000.0,"Paradise Island, Bahamas",6625.0,73.0,Ocean Club Golf Course,2017-01-26,2017-01-29,0.0,25.08335515,-77.3063341678734
3627,ISPS Handa Women's Australian Open,"February 16 - 19, 2017",1300000.0,"Adelaide, Australia",6681.0,73.0,Royal Adelaide Golf Club,2017-02-16,2017-02-19,0.0,-34.9281805,138.5999312
3628,Honda LPGA Thailand,"February 23 - 26, 2017",1600000.0,"Chon Buri, Thailand",6642.0,72.0,Siam Country Club (Pattaya Old Course),2017-02-23,2017-02-26,0.0,13.1857117,101.1210777
3629,HSBC Women's Champions,"March 2 - 5, 2017",1500000.0,"Singapore, Singapore",6683.0,72.0,Sentosa Golf Club (Serapong Course),2017-03-02,2017-03-05,0.0,1.357107,103.8194992
3630,Bank of Hope Founders Cup,"March 16 - 19, 2017",1500000.0,"Phoenix, AZ",6679.0,72.0,Wildfire at Desert Ridge,2017-03-16,2017-03-19,0.0,33.4484367,-112.074141
3631,Kia Classic,"March 23 - 26, 2017",1800000.0,"Carlsbad, CA",6593.0,72.0,Aviara Golf Club,2017-03-23,2017-03-26,0.0,33.1580933,-117.3505966
3632,ANA Inspiration,"Mar 30 - April 2, 2017",2700000.0,"Rancho Mirage, CA",6763.0,72.0,Mission Hills Country Club,2017-03-30,2017-04-02,0.0,33.775155,-116.41561930792648
3633,LOTTE Championship,"April 12 - 15, 2017",2000000.0,"Kapolei, HI",6397.0,72.0,Ko Olina Golf Club,2017-04-12,2017-04-15,0.0,21.3340079,-158.077849
3634,Volunteers of America Texas Shootout,"April 27 - 30, 2017",1300000.0,"Irving, TX",6441.0,71.0,Las Colinas Country Club,2017-04-27,2017-04-30,0.0,32.8295183,-96.9442177
3636,Kingsmill Championship,"May 18 - 21, 2017",1300000.0,"Williamsburg, VA",6430.0,71.0,Kingsmill Resort & Spa,2017-05-18,2017-05-21,0.0,37.2708788,-76.7074042
3637,LPGA Volvik Championship,"May 25 - 28, 2017",1300000.0,"Ann Arbor, MI",6734.0,72.0,Travis Pointe Country Club,2017-05-25,2017-05-28,0.0,42.2813722,-83.7484616
3638,ShopRite LPGA Classic,"June 2 - 4, 2017",1500000.0,"Galloway, NJ",6155.0,71.0,Seaview Hotel and Golf Club,2017-06-02,2017-06-04,0.0,40.368891149999996,-74.1561383
3639,Manulife LPGA Classic,"June 8 - 11, 2017",1700000.0,"Cambridge, ON",6613.0,72.0,Whistle Bear GC,2017-06-08,2017-06-11,0.0,43.3600536,-80.3123023
3640,Meijer LPGA Classic for Simply Give,"June 15 - 18, 2017",2000000.0,"Belmont, MI",6451.0,69.0,Blythefield Country Club,2017-06-15,2017-06-18,0.0,40.0057737,-81.0097516
3641,Walmart NW Arkansas Championship,"June 23 - 25, 2017",2000000.0,"Rogers, AR",6331.0,71.0,Pinnacle Country Club,2017-06-23,2017-06-25,0.0,36.3330154,-94.1166283
3642,KPMG Women's PGA Championship,"Jun 29 - July 2, 2017",3500000.0,"Olympia Fields, IL",6588.0,71.0,Olympia Fields Country Club,2017-06-29,2017-07-02,,41.5164045,-87.70289568910842
3643,Thornberry Creek LPGA Classic,"July 6 - 9, 2017",2000000.0,"Green Bay, WI",6624.0,72.0,Thornberry Creek,2017-07-06,2017-07-09,0.0,44.5126379,-88.0125794
3644,U.S. Women's Open,"July 13 - 16, 2017",5000000.0,"Bedminster, NJ",6732.0,72.0,Trump National Golf Club (Bedminster),2017-07-13,2017-07-16,0.0,40.6741476,-74.6809503
3645,Marathon Classic,"July 20 - 23, 2017",1600000.0,"Sylvania, OH",6476.0,71.0,Highland Meadows GC,2017-07-20,2017-07-23,0.0,41.7189392,-83.7129935
3646,Aberdeen Asset Management Ladies Scottish Open,"July 27 - 30, 2017",1500000.0,"Ayrshire, Scotland",6390.0,72.0,Dundonald Links,2017-07-27,2017-07-30,0.0,55.5,-4.5
3647,Ricoh Women's British Open,"August 3 - 6, 2017",3250000.0,"St. Andrews, Scotland",6697.0,72.0,Kingsbarns Golf Links,2017-08-03,2017-08-06,0.0,56.3403902,-2.7955844
3648,Canadian Pacific Women's Open,"August 24 - 27, 2017",2250000.0,"Ottawa, ON",6419.0,71.0,Ottawa Hunt and Golf Club,2017-08-24,2017-08-27,0.0,45.4208777,-75.6901106
3649,Cambia Portland Classic,"Aug 31 - September 3, 2017",1300000.0,"Portland, OR",6476.0,72.0,Columbia Edgewater Country Club,2017-08-31,2017-09-03,0.0,45.5202471,-122.674194
3650,Indy Women in Tech Championship,"September 7 - 9, 2017",2000000.0,"Indianapolis, IN",6599.0,72.0,Brickyard Crossing Golf Club,2017-09-07,2017-09-09,0.0,39.7683331,-86.1583502
3651,McKayson New Zealand Women's Open,"Sep 27 - October 1, 2017",1300000.0,"Auckland, New Zealand",6416.0,72.0,Windross Farm Golf Course,2017-09-27,2017-10-01,0.0,-36.852095,174.7631803
3652,Allsports Reignwood,"October 5 - 8, 2017",2100000.0,"Beijing, China",6596.0,73.0,Pine Valley Golf Club,2017-10-05,2017-10-08,0.0,40.190632,116.412144
3653,The Evian Championship,"September 15 - 17, 2017",3350000.0,"Bains, France",6479.0,71.0,Evian Resort Golf Club Évian les,2017-09-15,2017-09-17,0.0,45.0091425,3.7760258
3654,LPGA KEB-Hana Bank Championship,"October 12 - 15, 2017",2000000.0,"Incheon, South Korea",6316.0,72.0,Sky 72 Golf Club Ocean Course,2017-10-12,2017-10-15,0.0,37.456,126.7052
3655,Swinging Skirts LPGA Taiwan Championship ,"October 18 - 22, 2017",2200000.0,,6425.0,72.0,,2017-10-18,2017-10-22,0.0,,
3656,Sime Darby LPGA Malaysia,"October 25 - 29, 2017",1800000.0,"Kuala Lumpur, Malaysia",6246.0,71.0,TPC Kuala Lumpur,2017-10-25,2017-10-29,0.0,3.1516964,101.6942371
3657,TOTO JAPAN CLASSIC,"November 2 - 5, 2017",1500000.0,"Omitama, Japan",6608.0,72.0,Taiheiyo Club Minori Course,2017-11-02,2017-11-05,0.0,36.2389756,140.3523684
3658,Blue Bay LPGA,"November 7 - 11, 2017",2100000.0,"Hainan Island, China",6775.0,72.0,Jian Lake Blue Bay Golf Course,2017-11-07,2017-11-11,0.0,19.1602864,109.62889143756746
3659,CME Group Tour Championship,"November 16 - 19, 2017",2500000.0,"Naples, FL",6556.0,72.0,Tiburón Golf Club,2017-11-16,2017-11-19,0.0,26.1421976,-81.7942944
3660,Mitsubishi Electric Championship at Hualalai,"January 19 - 21, 2017",1800000.0,"Kailua Kona, HI",7107.0,72.0,Hualalai Resort Golf Club,2017-01-19,2017-01-21,0.0,19.641941,-155.996933
3661,Allianz Championship,"February 10 - 12, 2017",1750000.0,"Boca Raton, FL",6807.0,72.0,The Old Course at Broken Sound Club,2017-02-10,2017-02-12,0.0,26.3586885,-80.0830984
3662,Chubb Classic,"February 17 - 19, 2017",1600000.0,"Naples, FL",7193.0,72.0,The TwinEagles Club Talon Course,2017-02-17,2017-02-19,0.0,26.1421976,-81.7942944
3663,Tucson Conquistadores Classic,"March 17 - 19, 2017",1700000.0,"Tucson, AZ",7238.0,73.0,Omni Tucson National,2017-03-17,2017-03-19,0.0,32.2228765,-110.974847
3664,Mississippi Gulf Resort Classic,"Mar 31 - April 2, 2017",1600000.0,"Biloxi, MS",7088.0,72.0,Fallen Oak Golf Course,2017-03-31,2017-04-02,0.0,30.4007626,-88.8893818
3665,Mitsubishi Electric Classic,"April 14 - 16, 2017",1800000.0,"Duluth, GA",7259.0,72.0,TPC Sugarloaf,2017-04-14,2017-04-16,0.0,34.0028569,-84.1441046
3666,Insperity Invitational,"May 5 - 7, 2017",2150000.0,"The Woodlands, TX",7002.0,72.0,The Woodlands CC,2017-05-05,2017-05-07,0.0,30.1734194,-95.504686
3667,Regions Tradition,"May 18 - 21, 2017",2300000.0,"Birmingham, AL",7299.0,72.0,Greystone Golf & Country Club,2017-05-18,2017-05-21,0.0,33.5206824,-86.8024326
3668,Principal Charity Classic,"June 9 - 11, 2017",1750000.0,"Des Moines, IA",6831.0,72.0,Wakonda Club,2017-06-09,2017-06-11,0.0,41.5868654,-93.6249494
3669,American Family Insurance Championship,"June 23 - 25, 2017",2000000.0,"Madison, WI",7024.0,72.0,University Ridge GC,2017-06-23,2017-06-25,0.0,43.074761,-89.3837613
3670,U.S. Senior Open Championship,"Jun 29 - July 2, 2017",4000000.0,"Peabody, MA",6815.0,70.0,Salem Country Club,2017-06-29,2017-07-02,,42.5278731,-70.9286609
3671,Constellation SENIOR PLAYERS Championship,"July 13 - 16, 2017",2800000.0,"Baltimore, MD",7196.0,72.0,Caves Valley Golf Club,2017-07-13,2017-07-16,0.0,39.2908816,-76.610759
3672,3M Championship,"August 4 - 6, 2017",1750000.0,"Blaine, MN",7114.0,72.0,TPC of the Twin Cities,2017-08-04,2017-08-06,0.0,45.1607987,-93.2349489
3673,DICK'S Sporting Goods Open,"August 18 - 20, 2017",2000000.0,"Endicott, NY",6974.0,72.0,En Joie GC,2017-08-18,2017-08-20,0.0,42.098408,-76.0493684
3674,Boeing Classic,"August 25 - 27, 2017",2100000.0,"Snoqualmie, WA",7172.0,72.0,The Club at Snoqualmie Ridge,2017-08-25,2017-08-27,0.0,47.5289527,-121.827093
3675,Shaw Charity Classic,"September 1 - 3, 2017",2350000.0,"Calgary, AB",7086.0,70.0,Canyon Meadows Golf & Country Club,2017-09-01,2017-09-03,0.0,51.0456064,-114.057541
3676,Pacific Links Bear Mountain Championship,"September 15 - 17, 2017",2500000.0,"Victoria, BC",6891.0,71.0,Bear Mountain Resort,2017-09-15,2017-09-17,0.0,48.4283182,-123.364953
3677,SAS Championship,"October 13 - 15, 2017",2100000.0,"Cary, NC",7237.0,72.0,Prestonwood CC,2017-10-13,2017-10-15,0.0,35.7882893,-78.7812081
3678,Dominion Energy Charity Classic,"October 20 - 22, 2017",2000000.0,"Richmond, VA",7025.0,72.0,The Country Club Of Virginia,2017-10-20,2017-10-22,0.0,37.5385087,-77.43428
3679,PowerShares QQQ Championship,"October 27 - 29, 2017",2000000.0,"Thousand Oaks, CA",7006.0,72.0,Sherwood CC in Thousand Oaks,2017-10-27,2017-10-29,0.0,34.1705609,-118.8375937
3680,Club Colombia Championship by Servientrega,"February 9 - 12, 2017",700000.0,"Bogota, Colombia",7237.0,71.0,Country Club de Bogota Lagos,2017-02-09,2017-02-12,0.0,4.6533816,-74.0836333
3681,Panama Claro Championship,"February 16 - 19, 2017",625000.0,"Panama City, Panama",7171.0,70.0,Panama GC,2017-02-16,2017-02-19,0.0,8.9714493,-79.5341802
3682,Chitimacha Louisiana Open presented by NACHER,"March 23 - 26, 2017",550000.0,"Broussard, LA",7067.0,71.0,Le Triomphe CC,2017-03-23,2017-03-26,0.0,30.1471506,-91.9612413
3683,United Leasing & Finance Championship,"April 20 - 23, 2017",600000.0,"Newburgh, IN",7242.0,72.0,Victoria National Golf Club,2017-04-20,2017-04-23,0.0,37.9456824,-87.4046571
3684,El Bosque Mexico Championship,"April 27 - 30, 2017",650000.0,"Valencia, Spain",7668.0,72.0,El Bosque Golf Club,2017-04-27,2017-04-30,0.0,39.4697065,-0.3763353
3685,Corales Puntacana Resort & Club Championship,"May 4 - 7, 2017",625000.0,"Punta Cana, Dominican Republic",7668.0,72.0,Puntacana Resort & Club (Corales Golf Course),2017-05-04,2017-05-07,0.0,18.556551,-68.3691611
3686,BMW Charity Pro Am presented by SYNNEX Corporation,"May 18 - 21, 2017",675000.0,,7024.0,71.0,,2017-05-18,2017-05-21,0.0,,
3687,Rex Hospital Open,"June 1 - 4, 2017",650000.0,"Raleigh, NC",7257.0,71.0,TPC at Wakefield Plantation,2017-06-01,2017-06-04,0.0,35.7803977,-78.6390989
3688,Rust-Oleum Championship,"June 8 - 11, 2017",600000.0,"Mundelein, IL",7059.0,72.0,Ivanhoe Club,2017-06-08,2017-06-11,0.0,42.263079,-88.0039653
3689,AIR CAPITAL CLASSIC,"June 15 - 18, 2017",625000.0,"Wichita, KS",6926.0,70.0,Crestview Country Club,2017-06-15,2017-06-18,0.0,37.6922361,-97.3375448
3690,Lincoln Land Charity Championship,"June 22 - 25, 2017",550000.0,"Springfield, IL",7228.0,71.0,Panther Creek Country Club,2017-06-22,2017-06-25,0.0,39.7990175,-89.6439575
3691,Nashville Golf Open,"Jun 29 - July 2, 2017",550000.0,"Nashville, TN",7563.0,72.0,Nashville Golf & Athletic Club,2017-06-29,2017-07-02,0.0,36.1622767,-86.7742984
3692,LECOM Health Challenge,"July 6 - 9, 2017",600000.0,"Findley Lake, NY",7088.0,72.0,Peek 'n Peak Resort,2017-07-06,2017-07-09,0.0,42.1192226,-79.7325485
3693,Digital Ally Open,"July 27 - 30, 2017",650000.0,"Overland Park, KS",7237.0,71.0,Nicklaus Golf Club at LionsGate,2017-07-27,2017-07-30,0.0,38.9742502,-94.6851702
3694,Ellie Mae Classic at TPC Stonebrae,"August 3 - 6, 2017",600000.0,"Hayward, CA",7045.0,70.0,TPC San Francisco Bay at Stonebrae,2017-08-03,2017-08-06,0.0,37.6688205,-122.080796
3695,News Sentinel Open presented by Pilot,"August 17 - 20, 2017",550000.0,"Knoxville, TN",7071.0,71.0,Fox Den Country Club,2017-08-17,2017-08-20,0.0,35.9603948,-83.9210261
3696,WinCo Foods Portland Open presented by Kraft-Heinz,"August 24 - 27, 2017",800000.0,"Portland, OR",7017.0,72.0,Pumpkin Ridge Golf Club (Witch Hollow),2017-08-24,2017-08-27,0.0,45.5202471,-122.674194
3697,Nationwide Children's Hospital Championship,"Aug 31 - September 3, 2017",1000000.0,"Columbus, OH",7455.0,71.0,OSU Golf Club (Scarlet Course),2017-08-31,2017-09-03,0.0,39.9622601,-83.0007065
3698,Albertsons Boise Open presented by Kraft Nabisco,"September 14 - 17, 2017",1000000.0,"Boise, ID",6880.0,71.0,Hillcrest Country Club,2017-09-14,2017-09-17,0.0,43.6166163,-116.200886
3699,DAP Championship,"September 21 - 24, 2017",1000000.0,"Beachwood, OH",6976.0,70.0,Canterbury Golf Club,2017-09-21,2017-09-24,0.0,41.464498,-81.508732
3700,Web.com Tour Championship,"Sep 28 - October 2, 2017",1000000.0,"Atlantic Beach, FL",6849.0,71.0,Atlantic Beach Country Club,2017-09-28,2017-10-02,0.0,30.3344077,-81.398696
3702,KitchenAid Senior PGA Championship,"May 25 - 28, 2017",2800000.0,"Washington, DC",7130.0,72.0,Trump National Golf Club,2017-05-25,2017-05-28,,38.8950368,-77.0365427
3703,The Senior Open Championship,"July 27 - 30, 2017",1700000.0,"Bridgend, Wales",7010.0,71.0,Royal Porthcawl Golf Club,2017-07-27,2017-07-30,,51.5049859,-3.5756674
3704,JAPAN AIRLINES Championship,"September 8 - 10, 2017",2500000.0,"Chiba, Japan",7140.0,72.0,Narita Golf Club,2017-09-08,2017-09-10,0.0,35.549399,140.2647303
3705,PURE Insurance Championship,"September 22 - 24, 2017",2000000.0,,6837.0,72.0,,2017-09-22,2017-09-24,0.0,,
3706,Charles Schwab Cup Championship,"November 10 - 12, 2017",2500000.0,"Phoenix, AZ",6763.0,71.0,Phoenix Country Club,2017-11-10,2017-11-12,0.0,33.4484367,-112.074141
3707,The Bahamas Great Exuma Classic,"January 8 - 11, 2017",600000.0,"Great Exuma, Bahamas",7001.0,72.0,Sandals Emerald Bay (Emerald Reef Course),2017-01-08,2017-01-11,0.0,23.5654057,-75.88044508724352
3708,The Bahamas Great Abaco Classic,"January 22 - 25, 2017",600000.0,"Great Abaco, Bahamas",7120.0,72.0,The Abaco Club on Winding Bay,2017-01-22,2017-01-25,0.0,26.3830262,-77.12581435476679
3709,Utah Championship presented by Zions Bank,"July 13 - 16, 2017",675000.0,"Farmington, UT",7045.0,71.0,Oakridge Country Club,2017-07-13,2017-07-16,0.0,40.9804423,-111.8874688
3710,Pinnacle Bank Championship,"July 20 - 23, 2017",600000.0,"Omaha, NE",7581.0,71.0,The Club at Indian Creek,2017-07-20,2017-07-23,0.0,41.2587459,-95.9383758
